CustomerID,Age,Gender,Income,Education,Marital_Status,Total_Spending,Campaign_Acceptance,Last_Purchase_Date,Region,Occupation,Number_of_Children,Household_Size,Customer_Lifetime_Value,Engagement_Score,Preferred_Communication_Channel,Purchase_History,Loyalty_Program_Status,Social_Media_Activity,Feedback_Score
2639,37,Female,63056,High School,Married,1574,1,2023-04-18,East,Artist,2,2,8654,41,Email,Claim finally evening group one positive.,Gold,95,1
2640,20,Male,81281,Bachelor,Married,2704,1,2023-12-13,North,Lawyer,3,4,10095,13,Email,Huge suddenly wife exist public old morning.,Gold,27,6
2641,33,Female,56567,High School,Widowed,2097,0,2023-02-21,North,Engineer,4,4,10253,68,Phone,Believe ever small rate hundred natural.,Bronze,29,1
2642,47,Male,54883,Bachelor,Single,1261,0,2024-05-02,South,Doctor,2,3,11652,77,Email,Together face seem before public.,Silver,45,5
2643,62,Male,83658,Master,Married,1751,1,2023-12-26,South,Scientist,1,4,11119,99,Phone,History lose if rule old black body.,Silver,39,9
2644,40,Female,9110,High School,Widowed,2469,0,2023-11-29,East,Lawyer,1,5,11786,68,Email,Rise most stage trip involve them future.,Platinum,20,5
2645,45,Male,46791,High School,Widowed,1573,0,2024-07-27,North,Lawyer,4,4,12139,83,SMS,No benefit reduce these.,Platinum,14,3
2646,68,Female,68787,High School,Married,1522,0,2023-12-14,East,Artist,0,5,9151,24,Email,Thing soldier debate friend subject TV popular.,Bronze,2,4
2647,57,Male,64703,Bachelor,Married,1926,0,2023-11-26,North,Teacher,4,4,8988,33,Email,Police themselves could career.,Silver,80,3
2648,22,Female,88484,PhD,Divorced,2234,0,2025-01-26,South,Scientist,3,2,14184,97,Email,Author knowledge notice lot compare company none.,Platinum,78,4
2649,37,Male,51612,High School,Single,1635,1,2023-04-12,East,Teacher,3,3,8510,73,SMS,No suggest account boy minute.,Silver,96,6
2650,57,Male,43537,PhD,Divorced,2195,1,2025-01-06,West,Artist,1,2,12219,55,Phone,Nearly bank record born consumer trip house.,Platinum,68,3
2651,61,Female,45018,Bachelor,Divorced,2017,1,2024-09-12,South,Lawyer,2,3,7733,3,Email,Score land newspaper moment analysis.,Bronze,7,5
2652,18,Female,54771,High School,Widowed,2078,0,2023-08-20,West,Engineer,1,2,11003,3,SMS,Onto view music at not society college.,Platinum,8,7
2653,47,Female,74324,Bachelor,Widowed,797,0,2024-07-31,West,Lawyer,2,1,11221,30,Email,Charge return machine. Her civil couple after.,Bronze,89,1
2654,38,Female,74512,PhD,Single,2007,0,2024-08-31,West,Artist,4,4,11946,18,Email,College market already believe.,Bronze,1,3
2655,37,Male,49159,PhD,Divorced,1874,0,2023-12-20,North,Lawyer,0,4,14770,66,SMS,My sit three garden woman describe thing.,Gold,36,6
2656,23,Female,53795,High School,Divorced,2195,1,2023-10-14,West,Scientist,3,1,7002,96,Email,Responsibility will green good everybody area.,Bronze,99,2
2657,39,Female,40825,PhD,Widowed,1673,0,2024-10-22,North,Lawyer,4,1,10447,43,Email,Medical detail way forward vote past remember.,Gold,11,8
2658,35,Male,42391,Master,Widowed,1814,1,2024-03-27,East,Lawyer,1,5,11986,73,Email,That day sister.,Silver,18,7
2659,25,Female,65693,Master,Married,2266,1,2023-02-17,South,Lawyer,4,2,11995,66,Email,Hit half behavior bar.,Bronze,26,2
2660,56,Female,74033,High School,Divorced,2722,1,2024-01-21,North,Engineer,0,4,9071,84,Email,Treat organization throw brother often.,Bronze,23,5
2661,49,Male,39540,Bachelor,Single,1337,1,2023-01-29,North,Doctor,2,5,11154,27,SMS,Across case task letter.,Bronze,65,4
2662,50,Female,53644,Bachelor,Divorced,2256,0,2025-01-06,East,Doctor,0,6,9943,19,SMS,North plan card above.,Platinum,15,2
2663,33,Female,46353,Bachelor,Widowed,2609,0,2023-12-31,East,Teacher,1,4,12219,16,Email,None special increase record.,Bronze,1,4
2664,29,Female,62958,Master,Married,2347,1,2023-04-04,South,Doctor,0,1,9763,26,Email,Mrs benefit despite country oil push despite.,Silver,20,9
2665,55,Female,44172,PhD,Divorced,2576,0,2024-05-13,East,Doctor,3,5,9808,14,Phone,Quality need wide performance.,Gold,9,2
2666,69,Female,21103,Master,Single,1728,0,2024-08-15,North,Doctor,0,6,10813,47,SMS,Save election like science focus.,Silver,57,6
2667,51,Female,65055,PhD,Widowed,2618,0,2023-08-08,South,Lawyer,4,5,8502,18,Email,I rich even work bag.,Gold,16,4
2668,31,Male,45447,Master,Married,1637,1,2024-02-12,South,Lawyer,2,5,7722,28,Phone,Community seven save work alone spring.,Silver,75,8
2669,53,Female,47008,Bachelor,Divorced,2027,1,2024-11-23,South,Scientist,3,2,6020,19,SMS,Service whose enough actually cell myself them.,Platinum,6,4
2670,50,Male,56533,Bachelor,Single,1748,1,2023-04-28,West,Engineer,3,6,9595,30,Phone,At prove help.,Silver,72,9
2671,40,Male,55292,Bachelor,Widowed,1768,1,2024-08-02,West,Lawyer,3,5,7795,21,Phone,Reason large effort drug material.,Silver,45,3
2672,67,Male,56841,High School,Single,1139,1,2023-10-17,North,Lawyer,1,4,9110,21,Email,Foot through option.,Bronze,49,7
2673,62,Male,25554,High School,Divorced,1014,1,2024-03-05,West,Doctor,1,2,13714,48,Email,From own behavior. Help of guess say.,Platinum,9,5
2674,19,Female,58344,PhD,Widowed,2588,1,2023-08-14,East,Engineer,4,4,9206,55,SMS,Not difference audience talk lot them.,Platinum,15,1
2675,58,Female,21364,High School,Divorced,1100,0,2024-12-16,South,Engineer,2,6,13773,30,Phone,Role democratic write school certain.,Bronze,0,3
2676,38,Female,61543,Master,Married,2125,1,2024-06-24,North,Doctor,0,5,11156,42,Phone,Keep poor store six standard wind plant.,Gold,8,9
2677,19,Male,66775,Master,Divorced,1350,0,2024-02-23,East,Doctor,4,5,9155,37,Email,Political time where another mean.,Silver,12,9
2678,44,Female,29472,PhD,Married,1575,1,2023-07-21,South,Engineer,1,6,6939,41,SMS,Happy guy represent per keep.,Bronze,60,5
2679,26,Female,54926,PhD,Divorced,2342,0,2023-04-05,East,Artist,4,4,9659,46,Email,Successful glass southern impact stay.,Platinum,47,5
2680,18,Female,65857,Bachelor,Single,2081,0,2023-05-18,West,Doctor,2,3,8794,96,SMS,Instead beyond commercial prove line day trade.,Silver,15,4
2681,28,Male,43264,High School,Single,1936,0,2024-02-13,East,Doctor,4,5,13552,94,Phone,Again we international chair difficult charge us.,Silver,97,4
2682,20,Male,60104,Bachelor,Widowed,2572,0,2023-12-07,West,Engineer,3,5,15906,86,SMS,Rate sort cut job.,Gold,40,4
2683,69,Female,8218,High School,Single,1855,1,2023-12-19,East,Artist,0,2,13093,60,Phone,To meeting trade three sure step.,Gold,29,2
2684,40,Male,66472,High School,Single,2614,1,2024-04-28,North,Scientist,1,4,7777,88,SMS,Only manager role short reflect new behavior.,Silver,76,7
2685,43,Male,50449,PhD,Married,1465,1,2023-05-06,West,Artist,1,5,10164,74,Email,Garden own role least ok still.,Silver,71,3
2686,21,Female,46132,Bachelor,Single,1405,1,2024-11-12,West,Teacher,2,4,9319,88,Email,Child start be soldier develop around approach.,Silver,54,1
2687,35,Male,64760,Bachelor,Married,1930,1,2024-07-15,South,Artist,2,2,8232,1,Email,Back knowledge several professor security.,Gold,10,3
2688,23,Male,75939,High School,Married,2001,1,2023-02-14,West,Doctor,2,4,9727,54,SMS,Why red character phone million.,Gold,51,9
2689,52,Female,57285,High School,Married,1570,1,2023-03-05,South,Lawyer,1,4,9603,35,Phone,Specific attorney behavior end.,Bronze,94,9
2690,39,Male,74130,PhD,Divorced,1861,1,2024-10-30,West,Engineer,3,2,15510,16,Email,Out partner act provide near still.,Gold,74,7
2691,60,Male,26700,Master,Married,2682,1,2024-01-21,West,Scientist,0,5,10986,5,SMS,Forget public north out.,Platinum,47,1
2692,32,Male,59989,Bachelor,Divorced,1802,1,2023-08-07,West,Doctor,2,4,12477,31,SMS,Type service hour table your argue school.,Platinum,6,6
2693,39,Male,48019,Bachelor,Married,1031,1,2023-08-20,West,Scientist,1,3,13145,37,Email,While suffer outside public.,Silver,53,1
2694,54,Male,38176,PhD,Divorced,1128,0,2024-10-07,South,Engineer,3,5,12265,25,Email,We crime heart according lay science certainly.,Silver,0,2
2695,69,Male,21069,PhD,Widowed,3043,0,2024-08-08,North,Scientist,2,2,14094,62,Email,Language design ten identify to Republican big.,Gold,86,3
2696,59,Male,59176,Bachelor,Widowed,2725,0,2024-01-06,East,Artist,2,1,8885,25,Email,Today expert food. Baby part this firm when.,Platinum,31,6
2697,29,Male,63129,Bachelor,Divorced,1781,0,2023-02-11,West,Engineer,0,6,12878,67,SMS,Course admit change in pick.,Bronze,61,7
2698,64,Female,70130,High School,Widowed,2405,0,2023-11-18,West,Doctor,0,3,15885,38,Phone,Writer different church rest reduce forget.,Gold,14,8
2699,66,Female,67647,Master,Single,2130,1,2024-03-27,North,Lawyer,4,5,7837,96,Phone,Give win father section doctor.,Gold,81,9
2700,59,Female,38424,Bachelor,Married,2635,1,2023-05-07,South,Doctor,2,6,8980,48,SMS,Perhaps nice away these nor life affect hard.,Platinum,91,7
2701,55,Female,69360,PhD,Divorced,1464,0,2023-09-12,East,Teacher,4,2,8755,84,Phone,Agreement player say voice.,Silver,60,6
2702,35,Male,70945,High School,Widowed,1478,1,2023-05-20,North,Engineer,1,3,16466,94,SMS,Such manage thought agree seem give.,Silver,77,5
2703,62,Female,46100,High School,Widowed,2659,0,2023-06-12,North,Doctor,0,5,6809,64,SMS,Today remain strategy family enough piece.,Platinum,76,2
2704,52,Female,50426,PhD,Single,1253,1,2024-12-27,North,Artist,3,6,10330,2,SMS,School weight move bag foreign full bring.,Platinum,55,8
2705,47,Male,35987,PhD,Married,2034,1,2024-09-06,North,Artist,2,1,11476,64,Phone,Listen over show program example upon song.,Bronze,33,5
2706,41,Male,72213,High School,Single,1977,0,2024-04-16,West,Scientist,2,5,8352,69,SMS,Near show watch market great avoid.,Platinum,19,2
2707,59,Male,27323,PhD,Divorced,2392,0,2023-02-22,East,Doctor,4,1,7025,83,SMS,Mind reason direction have ready already.,Silver,23,3
2708,47,Male,58024,High School,Widowed,2069,0,2023-05-06,West,Scientist,0,1,7540,20,Email,Treatment we measure notice.,Platinum,27,7
2709,31,Male,41047,PhD,Widowed,1933,1,2024-11-14,North,Teacher,4,4,9248,86,Email,Who car break floor ability.,Platinum,10,8
2710,23,Female,33382,High School,Widowed,1809,0,2023-03-15,East,Engineer,2,2,8395,11,Phone,Expert skill yourself industry value month mind.,Bronze,91,5
2711,20,Male,21879,Bachelor,Single,1502,1,2023-11-22,North,Teacher,0,4,14329,82,Email,Wide between answer lawyer purpose usually.,Gold,85,8
2712,33,Female,46768,Bachelor,Single,1916,1,2024-08-15,South,Lawyer,2,1,8422,91,Email,Effort piece Democrat visit page sense bit.,Bronze,29,6
2713,24,Female,31031,PhD,Married,2582,1,2024-01-19,North,Scientist,0,2,8392,31,Email,Seem himself whose.,Platinum,37,2
2714,69,Male,50846,Master,Divorced,1857,1,2024-06-27,North,Doctor,2,2,11183,35,SMS,Successful charge role skill long upon.,Gold,80,2
2715,31,Female,76540,Bachelor,Married,2703,0,2024-08-01,South,Scientist,3,2,10871,44,Email,Meeting they theory return doctor.,Platinum,85,8
2716,26,Female,52992,High School,Married,2365,0,2023-09-18,West,Teacher,4,3,438,55,Phone,Inside again market set.,Gold,0,4
2717,32,Male,79959,Master,Widowed,2238,0,2024-04-02,East,Lawyer,0,5,7392,45,SMS,A bit cultural gas ground.,Platinum,83,8
2718,38,Female,35265,High School,Single,1919,0,2024-05-13,North,Teacher,4,1,8483,21,Phone,Even hotel population attack.,Silver,68,9
2719,52,Female,30785,High School,Divorced,1685,1,2024-07-05,North,Lawyer,0,2,6965,52,Phone,History rise yes responsibility cell sing or.,Gold,32,6
2720,19,Female,34594,Bachelor,Married,2840,0,2024-09-21,South,Artist,0,6,12887,20,Phone,Who main ahead. Network us fight.,Gold,64,9
2721,44,Male,49023,PhD,Divorced,2396,0,2024-09-20,East,Artist,0,3,5512,9,Phone,Know necessary do whether clear respond indicate.,Bronze,43,6
2722,19,Male,90844,PhD,Widowed,1930,0,2023-10-31,South,Doctor,2,3,13153,95,Phone,For imagine consider idea star.,Silver,63,3
2723,52,Male,25068,High School,Married,2849,0,2024-05-07,North,Teacher,1,6,3653,9,Email,Will field prove save reduce remember them.,Silver,8,8
2724,35,Female,59294,Bachelor,Single,2314,1,2023-02-12,West,Artist,2,1,10242,58,Email,Allow use safe collection nature his.,Silver,31,1
2725,31,Male,39500,High School,Married,1289,1,2023-12-10,West,Scientist,1,4,14692,71,Phone,Last say around than who.,Platinum,53,6
2726,37,Female,46642,Master,Widowed,1786,1,2024-10-04,East,Engineer,2,3,8215,33,Phone,Student should week government perform.,Platinum,25,3
2727,35,Male,31129,High School,Married,2363,1,2023-03-11,North,Scientist,1,1,10070,1,Email,Add difference music discussion address.,Gold,61,3
2728,27,Female,63187,Bachelor,Widowed,2753,0,2024-10-10,South,Artist,0,3,13083,83,Phone,Star officer very already.,Platinum,41,9
2729,42,Male,49341,High School,Married,3180,1,2023-12-27,North,Artist,0,1,12998,3,Email,Into choose spend stand government direction.,Platinum,47,7
2730,19,Male,66311,Bachelor,Divorced,2012,0,2024-10-29,South,Teacher,1,2,10907,39,Phone,Both language special also decide all decision.,Gold,5,2
2731,42,Female,52628,PhD,Single,2308,0,2024-06-16,South,Lawyer,1,4,9454,12,Phone,Economic simple ahead system.,Bronze,29,6
2732,50,Male,21025,Bachelor,Widowed,1694,0,2024-09-19,East,Engineer,4,6,9423,94,SMS,Authority class why receive focus through.,Platinum,22,4
2733,53,Female,66448,Master,Divorced,1556,0,2023-08-16,South,Engineer,0,3,5829,16,Phone,Authority rule yard personal.,Silver,88,7
2734,48,Male,19804,Bachelor,Widowed,1157,1,2024-02-25,East,Lawyer,2,6,6925,77,SMS,Than whether move decide stuff.,Silver,24,4
2735,31,Male,21951,Master,Married,2194,1,2024-07-02,West,Teacher,4,3,10108,50,Phone,Garden cold run democratic rest.,Platinum,12,7
2736,18,Female,36241,Master,Widowed,2632,0,2023-02-05,East,Artist,1,3,10820,88,SMS,Difference style when capital town player.,Platinum,24,6
2737,63,Female,36442,High School,Widowed,2387,1,2023-04-06,East,Lawyer,2,5,17712,81,Email,Writer head line process system them son medical.,Gold,16,8
2738,33,Female,70940,Master,Single,2043,1,2024-12-30,East,Engineer,3,5,12342,27,Phone,Truth away impact eat himself.,Platinum,26,7
2739,63,Male,47432,Bachelor,Divorced,2611,0,2024-11-02,West,Engineer,3,6,8953,29,Email,Dinner minute fly movie mouth.,Bronze,10,9
2740,69,Female,68710,PhD,Married,3475,0,2024-02-17,East,Artist,3,2,11531,78,SMS,Loss anything available stuff way.,Gold,5,4
2741,20,Male,41481,Bachelor,Single,1584,1,2024-07-27,South,Artist,2,3,4708,69,SMS,Newspaper leave write draw cultural amount.,Silver,78,9
2742,52,Female,54764,PhD,Widowed,788,0,2024-12-01,South,Doctor,1,4,10253,52,SMS,Campaign how reason. Cup probably keep off name.,Gold,36,5
2743,58,Female,57110,Master,Single,2171,1,2023-12-21,East,Scientist,2,5,12054,6,SMS,Something into well team.,Platinum,95,9
2744,23,Female,60440,High School,Widowed,2541,0,2023-07-18,South,Lawyer,4,1,12079,24,Email,Body now local forget strategy.,Platinum,87,4
2745,42,Female,43026,Master,Married,1226,0,2023-10-12,East,Artist,4,1,9801,40,SMS,Many part account available pressure end threat.,Bronze,74,3
2746,30,Female,44332,Master,Widowed,2416,0,2025-01-25,West,Doctor,3,1,11709,33,Phone,Wear require down apply catch any.,Bronze,92,7
2747,51,Female,45528,PhD,Single,1831,0,2023-06-25,South,Teacher,1,2,9193,9,SMS,Collection example draw.,Gold,71,4
2748,25,Male,25213,Bachelor,Single,2168,1,2025-01-14,East,Engineer,4,3,11187,49,Email,Into himself contain marriage.,Silver,36,5
2749,38,Female,48741,High School,Widowed,1540,1,2023-03-23,North,Lawyer,0,3,7175,67,Email,Soldier sort reflect never daughter task.,Gold,73,3
2750,51,Male,44244,High School,Divorced,1509,1,2024-06-24,West,Scientist,0,6,6613,23,Phone,Me light scene.,Gold,58,6
2751,21,Female,58701,High School,Single,1447,1,2024-03-09,North,Teacher,3,5,13790,85,Email,Question song join toward property national only.,Bronze,9,4
2752,42,Female,51369,High School,Divorced,2333,0,2023-09-12,East,Lawyer,3,1,9444,22,SMS,Agreement spend treatment growth.,Gold,0,1
2753,32,Female,70045,Bachelor,Divorced,1687,0,2023-09-05,South,Lawyer,3,2,11326,72,Phone,Present huge production those.,Bronze,51,2
2754,21,Male,51051,High School,Divorced,2134,1,2023-11-29,East,Artist,4,6,7645,84,Phone,Event out be rather south.,Bronze,86,8
2755,62,Male,41566,PhD,Divorced,2014,1,2023-08-24,South,Doctor,1,4,6620,78,Email,Bill politics cup bar figure.,Gold,17,4
2756,29,Female,50865,PhD,Single,1409,1,2023-06-28,East,Lawyer,3,3,8365,94,Phone,Catch image soldier magazine.,Bronze,86,2
2757,49,Male,60862,High School,Single,2038,1,2024-10-03,East,Scientist,2,3,11274,8,SMS,White nation century soldier PM gun.,Platinum,4,4
2758,49,Female,23401,High School,Divorced,2118,1,2024-07-18,South,Teacher,3,2,3811,19,SMS,Sit magazine city theory.,Platinum,94,7
2759,45,Female,39271,Bachelor,Single,2531,0,2023-03-26,South,Scientist,4,6,10621,38,Email,Better middle parent despite animal start.,Gold,83,2
2760,30,Male,39587,Bachelor,Divorced,2747,1,2024-03-16,East,Lawyer,1,6,12043,6,SMS,Along low forget low.,Silver,92,6
2761,48,Male,56164,High School,Divorced,1490,1,2023-07-21,North,Scientist,3,5,7353,52,SMS,Spend detail trouble be.,Silver,47,1
2762,31,Male,57909,Bachelor,Divorced,2177,0,2024-04-25,West,Scientist,0,2,10724,34,Email,Establish attorney follow anything.,Platinum,32,3
2763,37,Male,51518,Master,Widowed,891,0,2024-11-15,North,Doctor,3,6,10491,74,SMS,Front enjoy several computer.,Bronze,56,9
2764,35,Female,12820,High School,Married,2425,1,2024-03-16,North,Engineer,3,5,7399,95,Email,Memory machine member rise sign game.,Silver,95,5
2765,46,Male,25221,Bachelor,Single,2548,1,2023-04-29,North,Lawyer,1,6,9558,11,Email,Often weight think tax most.,Silver,24,8
2766,23,Male,46416,PhD,Single,664,1,2024-07-12,North,Teacher,2,3,9957,43,Email,Indeed consumer size argue follow consider.,Gold,43,1
2767,49,Female,42477,High School,Divorced,1830,0,2023-03-05,South,Engineer,3,5,7387,35,Phone,Among blue catch among.,Gold,90,4
2768,46,Male,50080,High School,Widowed,1551,1,2024-10-01,North,Scientist,3,6,8955,11,SMS,Something television need focus.,Silver,86,3
2769,60,Male,42959,PhD,Widowed,1829,1,2025-01-18,West,Engineer,4,5,9929,40,SMS,Short floor technology remain.,Silver,65,9
2770,19,Male,72974,PhD,Single,1730,0,2024-01-03,South,Artist,1,5,10860,32,SMS,Site sing stage make up bar.,Platinum,67,7
2771,40,Male,15590,Bachelor,Divorced,1978,0,2023-04-10,North,Artist,4,6,15668,49,Email,Very community up responsibility.,Gold,24,3
2772,36,Female,54539,PhD,Single,2493,0,2023-05-08,South,Lawyer,3,5,7095,90,Email,Account market leader.,Gold,44,1
2773,48,Female,62420,Master,Divorced,1843,0,2023-08-12,North,Teacher,3,1,14060,86,SMS,Generation general no be.,Silver,22,5
2774,68,Male,60523,High School,Divorced,1506,1,2023-04-24,North,Artist,0,1,7307,57,SMS,Individual company alone.,Platinum,99,3
2775,22,Male,61809,Master,Married,1901,0,2024-04-07,West,Scientist,4,6,9992,65,SMS,Indicate stay body factor.,Bronze,40,2
2776,36,Female,63966,Bachelor,Divorced,1873,0,2023-10-12,South,Doctor,1,1,12757,48,SMS,Ask benefit write compare.,Gold,86,3
2777,51,Male,40940,PhD,Married,1956,0,2023-09-17,South,Doctor,3,1,11321,93,Phone,Style receive follow say born organization.,Gold,32,5
2778,27,Male,33477,High School,Single,1686,1,2024-08-06,East,Scientist,0,2,2936,52,Email,Book beyond leg practice usually.,Silver,27,5
2779,42,Male,19479,PhD,Single,2181,0,2024-11-04,North,Engineer,0,4,13256,39,Phone,Reach out along guess tend determine none.,Silver,7,8
2780,19,Male,44560,PhD,Widowed,2646,1,2023-11-14,North,Scientist,2,6,10969,86,SMS,Evening mission care cover.,Bronze,96,4
2781,28,Male,38337,Bachelor,Married,1365,0,2023-04-06,West,Engineer,1,5,8331,54,Email,Later sell trip social fish two.,Gold,28,2
2782,67,Male,67424,Bachelor,Single,2225,1,2025-01-04,West,Engineer,0,2,9607,96,Phone,Key deal of phone.,Platinum,55,8
